Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,ASSET #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Office Chair,86968,POLICE DEPARTMENT,03/03/2015,$6.40,$0.00,0.23,$1.47,$1.47,Successful,03/26/2015,,87472,,,Cashiers Check,$3000,$0.00,$4.93,General Fund,0
Haworth Chair,86967,WATER SERVICES,03/03/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,03/09/2015,,WS-87374,,,3636592999,$3000,$0.00,$0.77,Enterprise,0
Chair,86966,MDHA,03/03/2015,$6.40,$0.00,0.23,$1.47,$1.47,Successful,03/09/2015,,MDHA-81357,,,Cashiers Check,$3000,$0.00,$4.93,Enterprise,0
Chair,86965,METRO ACTION,03/03/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,03/18/2015,,MAC-84161,,,3637237236,$3000,$0.00,$0.77,Enterprise,0
Document Sorter,86964,METRO ACTION,03/03/2015,$7.55,$0.00,0.23,$1.74,$1.74,Successful,03/26/2015,,MAC-84367,,,Cashiers Check,$3000,$0.00,$5.81,Enterprise,0
Chair,86963,PUBLIC LIBRARY,03/03/2015,$2.00,$0.05,0.23,$0.46,$0.46,Successful,03/04/2015,,88725,,,3636322502,$3000,$0.00,$1.54,General Fund,0
GE Wall Clock,86962,PUBLIC LIBRARY,03/03/2015,$18.00,$0.41,0.23,$4.14,$4.14,Successful,03/05/2015,,88713,,,3636362326,$3000,$0.00,$13.86,General Fund,0
Display Rack,86959,PUBLIC LIBRARY,03/03/2015,$13.99,$0.00,0.23,$3.22,$3.22,Successful,03/26/2015,,88722,,,Cashiers Check,$3000,$0.00,$10.77,General Fund,0
Office Chair,86958,HEALTH,03/03/2015,$4.30,$0.00,0.23,$0.99,$0.99,Successful,03/26/2015,,85282,,,Cashiers Check,$3000,$0.00,$3.31,General Fund,0
Small Table,86957,HEALTH,03/03/2015,$3.00,$0.07,0.23,$0.69,$0.69,Successful,03/09/2015,,90043,,,3636591974,$3000,$0.00,$2.31,General Fund,0
Table,86955,HEALTH,03/03/2015,$93.00,$2.14,0.23,$21.39,$21.39,Successful,03/09/2015,,85192,,,3636590288,$3000,$0.00,$71.61,General Fund,0
'Witt' Trash Can,86954,HEALTH,03/03/2015,$1.00,$0.02,0.23,$0.23,$0.23,Successful,03/05/2015,,84591,,,3636389449,$3000,$0.00,$0.77,General Fund,0
Quartet Dry Erase Board,86953,HEALTH,03/03/2015,$6.00,$0.14,0.23,$1.38,$1.38,Successful,03/09/2015,,90046,,,3636591972,$3000,$0.00,$4.62,General Fund,0
Bulletin Board,86952,HEALTH,03/03/2015,$11.00,$0.25,0.23,$2.53,$2.53,Successful,03/09/2015,,90047,,,3636591966,$3000,$0.00,$8.47,General Fund,0
Table,86951,HEALTH,03/03/2015,$4.70,$0.11,0.23,$1.08,$1.08,Successful,03/09/2015,,90042,,,3636592993,$3000,$0.00,$3.62,General Fund,0
Push Bumpers,86938,OFM,03/02/2015,$665.00,$0.00,0.23,$152.95,$152.95,Successful,03/02/2015,,OFM-91350,,,Cashiers Check,$3000,$0.00,$512.05,Enterprise,0
ProGard Shotgun Racks,86937,OFM,03/02/2015,$106.01,$2.44,0.23,$24.38,$24.38,Successful,03/12/2015,,OFM-91353,,,3636835568,$3000,$0.00,$81.63,Enterprise,0
Lund Consoles,86936,OFM,03/02/2015,$62.00,$0.00,0.23,$14.26,$14.26,Successful,03/04/2015,,OFM-91351C,,,Money Order,$3000,$0.00,$47.74,Enterprise,0
Lund Consoles,86935,OFM,03/02/2015,$73.00,$0.00,0.23,$16.79,$16.79,Successful,03/04/2015,,OFM-91351B,,,Money Order,$3000,$0.00,$56.21,Enterprise,0
"Ryobi 10"" Radial Arm Saw",86932,NASHVILLE CONVENTION CTR,03/02/2015,$125.00,$2.88,0.23,$28.75,$28.75,Successful,03/25/2015,,NCC-90751,,,3637720533,$3000,$0.00,$96.25,Enterprise,0
HP Laser Jet 8150,86931,ELECTION COMMISSION,03/02/2015,$68.03,$1.56,0.23,$15.65,$15.65,Successful,03/09/2015,,78026,,,3636596854,$3000,$0.00,$52.38,General Fund,0
Table,86950,HEALTH,03/02/2015,$11.00,$0.25,0.23,$2.53,$2.53,Successful,03/05/2015,,91192,,,3636411160,$3000,$0.00,$8.47,General Fund,0
Weight Bench w/Bar,86949,PARKS,03/02/2015,$50.01,$1.15,0.23,$11.50,$11.50,Successful,03/02/2015,,91100,,,3636131001,$3000,$0.00,$38.51,General Fund,0
Radio Equipment,86948,RADIO COMMUNICATIONS,03/02/2015,$23.00,$0.53,0.23,$5.29,$5.29,Successful,03/05/2015,,RC-91346,,,3636389446,$3000,$0.00,$17.71,Enterprise,0
Radio Equipment,86947,RADIO COMMUNICATIONS,03/02/2015,$27.50,$0.63,0.23,$6.33,$6.33,Successful,03/02/2015,,RC-91347B,,,3636135840,$3000,$0.00,$21.18,Enterprise,0
Radio Equipment,86946,RADIO COMMUNICATIONS,03/02/2015,$263.09,$6.05,0.23,$60.51,$60.51,Successful,03/02/2015,,RC-91347A,,,3636135830,$3000,$0.00,$202.58,Enterprise,0
4 Motorola Quantrol Units,86944,RADIO COMMUNICATIONS,03/02/2015,$72.50,$0.00,0.23,$16.68,$16.68,Successful,03/19/2015,,RC-91348B,,,Money Order,$3000,$0.00,$55.83,Enterprise,0
5 Motorola Quantrol Units,86943,RADIO COMMUNICATIONS,03/02/2015,$72.50,$1.67,0.23,$16.68,$16.68,Successful,03/12/2015,,RC-91348A,,,3636835581,$3000,$0.00,$55.83,Enterprise,0
Book Shelf,86942,RADIO COMMUNICATIONS,03/02/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,03/02/2015,,RC-91349,,,3636136352,$3000,$0.00,$20.79,Enterprise,0
ProGard Vehicle Screens,86941,OFM,03/02/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,03/12/2015,,OFM-91354,,,3636835574,$3000,$0.00,$20.79,Enterprise,0
168 Waste Baskets,86930,SCHOOL BOARD WAREHOUSE,02/26/2015,$192.45,$4.43,0.23,$44.26,$44.26,Successful,02/26/2015,,SBS-7293B,,,3635817465,$3000,$0.00,$148.19,Enterprise,0
Kiln,86925,SCHOOL BOARD WAREHOUSE,02/26/2015,$202.07,$4.65,0.23,$46.48,$46.48,Successful,03/05/2015,,SBS-7291,,,3636363954,$3000,$0.00,$155.59,Enterprise,0
Refrigerator,86924,SCHOOL BOARD WAREHOUSE,02/26/2015,$22.01,$0.51,0.23,$5.06,$5.06,Successful,03/10/2015,,SBS-7260,,,3636684280,$3000,$0.00,$16.95,Enterprise,0
Floor Cleaner,86923,SCHOOL BOARD WAREHOUSE,02/26/2015,$106.30,$0.00,0.23,$24.45,$24.45,Successful,03/02/2015,,SBS-7262,,,Cashiers Check,$3000,$0.00,$81.85,Enterprise,0
Welder,86922,SCHOOL BOARD WAREHOUSE,02/26/2015,$165.00,$3.80,0.23,$37.95,$37.95,Successful,03/09/2015,,SBS-7263E,,,3636606697,$3000,$0.00,$127.05,Enterprise,0
Welder,86921,SCHOOL BOARD WAREHOUSE,02/26/2015,$159.00,$0.00,0.23,$36.57,$36.57,Successful,03/09/2015,,SBS-7263D,,,Cashiers Check,$3000,$0.00,$122.43,Enterprise,0
Welder,86919,SCHOOL BOARD WAREHOUSE,02/26/2015,$155.99,$0.00,0.23,$35.88,$35.88,Successful,03/09/2015,,SBS-7263B,,,Cashiers Check,$3000,$0.00,$120.11,Enterprise,0
Welder,86918,SCHOOL BOARD WAREHOUSE,02/26/2015,$160.00,$0.00,0.23,$36.80,$36.80,Successful,03/09/2015,,SBS-7263A,,,Cashiers Check,$3000,$0.00,$123.20,Enterprise,0
2 Cabinets,86913,SCHOOL BOARD WAREHOUSE,02/26/2015,$120.00,$2.76,0.23,$27.60,$27.60,Successful,03/02/2015,,SBS-7277A,,,3636152266,$3000,$0.00,$92.40,Enterprise,0
Weight Lifting Equipment,86912,SCHOOL BOARD WAREHOUSE,02/26/2015,$38.00,$0.87,0.23,$8.74,$8.74,Successful,03/03/2015,,SBS-7280,,,3636186651,$3000,$0.00,$29.26,Enterprise,0
Welder,86920,SCHOOL BOARD WAREHOUSE,02/26/2015,$155.99,$3.59,0.23,$35.88,$35.88,Successful,02/26/2015,,SBS-7263C,,,3635819268,$3000,$0.00,$120.11,Enterprise,0
1 Pallet of Paint,86926,SCHOOL BOARD WAREHOUSE,02/26/2015,$22.11,$0.51,0.23,$5.09,$5.09,Successful,02/26/2015,,SBS-7292A,,,3635815235,$3000,$0.00,$17.02,Enterprise,0
2 Cabinets,86915,SCHOOL BOARD WAREHOUSE,02/26/2015,$110.00,$2.53,0.23,$25.30,$25.30,Successful,02/27/2015,,SBS-7277C,,,3635963215,$3000,$0.00,$84.70,Enterprise,0
2 Cabinets,86914,SCHOOL BOARD WAREHOUSE,02/26/2015,$100.01,$2.30,0.23,$23.00,$23.00,Successful,02/26/2015,,SBS-7277B,,,3635817458,$3000,$0.00,$77.01,Enterprise,0
Cabinet,86916,SCHOOL BOARD WAREHOUSE,02/26/2015,$52.00,$1.20,0.23,$11.96,$11.96,Successful,02/26/2015,,SBS-7277D,,,3635817463,$3000,$0.00,$40.04,Enterprise,0
Toaster Oven,86917,SCHOOL BOARD WAREHOUSE,02/26/2015,$10.00,$0.00,0.23,$2.30,$2.30,Successful,02/26/2015,,SBS-7261,,,Cashiers Check,$3000,$0.00,$7.70,Enterprise,0
1 Pallet of Paint,86927,SCHOOL BOARD WAREHOUSE,02/26/2015,$17.00,$0.39,0.23,$3.91,$3.91,Successful,02/27/2015,,SBS-7292B,,,3635994240,$3000,$0.00,$13.09,Enterprise,0
Ceiling Tiles,86928,SCHOOL BOARD WAREHOUSE,02/26/2015,$234.00,$0.00,0.23,$53.82,$53.82,Successful,02/26/2015,,SBS-7295,,,Cashiers Check,$3000,$0.00,$180.18,Enterprise,0
180 Waste Baskets,86929,SCHOOL BOARD WAREHOUSE,02/26/2015,$225.01,$5.18,0.23,$51.75,$51.75,Successful,02/26/2015,,SBS-7293A,,,3635816351,$3000,$0.00,$173.26,Enterprise,0
Dell Computer,86884,ITS,02/25/2015,$228.00,$5.24,0.23,$52.44,$52.44,Successful,02/25/2015,,88837,,,3635759117,$3000,$0.00,$175.56,General Fund,0
1995 GMC Grumman Workhorse,86911,SCHOOL BOARD,02/25/2015,$1876.01,$0.00,0.23,$431.48,$431.48,Successful,03/02/2015,44119,,M-454,,Cashiers Check,$3000,$0.00,$1444.53,Enterprise,0
2003 Ford Explorer,86910,SCHOOL BOARD,02/25/2015,$630.01,$0.00,0.23,$144.90,$144.90,Successful,03/04/2015,228612,,ss-06,,Money Order,$3000,$0.00,$485.11,Enterprise,0
2004 Ford E-350,86906,SCHOOL BOARD,02/25/2015,$2275.00,$52.32,0.23,$523.25,$523.25,Successful,03/02/2015,229066,,GT-1,,3636107939,$3000,$0.00,$1751.75,Enterprise,0
1988 GMC 7000 Dump Truck,86905,SCHOOL BOARD,02/25/2015,$3600.00,$0.00,0.23,$828.00,$828.00,Successful,03/02/2015,13749,,S-35,,Cashiers Check,$3000,$0.00,$2772.00,Enterprise,0
1995 GMC Grumman Workhorse,86902,SCHOOL BOARD,02/25/2015,$1675.00,$0.00,0.23,$385.25,$385.25,Successful,03/02/2015,35037,,M-455,,Cashiers Check,$3000,$0.00,$1289.75,Enterprise,0
1994 Ford Crown Victoria,86900,SCHOOL BOARD,02/25/2015,$1525.00,$0.00,0.23,$350.75,$350.75,Successful,03/02/2015,13763,,SS-19,,Cashiers Check,$3000,$0.00,$1174.25,Enterprise,0
1996 Ford E-250,86898,SCHOOL BOARD,02/25/2015,$1895.01,$43.59,0.23,$435.85,$435.85,Successful,03/02/2015,13744,,FA-87,,3636114681,$3000,$0.00,$1459.16,Enterprise,0
Chair,86897,JUVENILE COURT,02/25/2015,$12.00,$0.28,0.23,$2.76,$2.76,Successful,03/01/2015,,91237,,,3636088465,$3000,$0.00,$9.24,General Fund,0
Dell Printer & 2 Toner Cartridges,86892,ITS,02/25/2015,$113.00,$0.00,0.23,$25.99,$25.99,Successful,03/04/2015,,"90334, 90335C",,,Cashiers Check,$3000,$0.00,$87.01,General Fund,0
Dell Laptop,86890,ITS,02/25/2015,$165.00,$0.00,0.23,$37.95,$37.95,Successful,03/26/2015,,90319,,,Cashiers Check,$3000,$0.00,$127.05,General Fund,0
Dell Laptop,86889,ITS,02/25/2015,$165.00,$0.00,0.23,$37.95,$37.95,Successful,03/26/2015,,90320,,,Cashiers Check,$3000,$0.00,$127.05,General Fund,0
Dell Laptop,86888,ITS,02/25/2015,$120.00,$0.00,0.23,$27.60,$27.60,Successful,03/26/2015,,90323,,,Cashiers Check,$3000,$0.00,$92.40,General Fund,0
Dell Computer,86886,ITS,02/25/2015,$230.01,$5.29,0.23,$52.90,$52.90,Successful,03/25/2015,,88834,,,3637693183,$3000,$0.00,$177.11,General Fund,0
Dell Computer,86883,ITS,02/25/2015,$230.01,$5.29,0.23,$52.90,$52.90,Successful,03/23/2015,,88838,,,3637520917,$3000,$0.00,$177.11,General Fund,0
Dell Printer,86879,ITS,02/25/2015,$25.00,$0.58,0.23,$5.75,$5.75,Successful,03/17/2015,,88787,,,3637148350,$3000,$0.00,$19.25,General Fund,0
"Vacant Land - 1720 Arthur Avenue, Nashville, TN 37208",86669,PUBLIC PROPERTY,02/25/2015,$65900.00,$0.00,0.03,$1977.00,$1977.00,Successful,04/06/2015,,AP15020,,,Cashiers Check,$3000,$0.00,$63923.00,General Fund,0
15 Dell Computers,86878,ITS,02/25/2015,$3025.00,$0.00,0.23,$695.75,$695.75,Successful,02/26/2015,,"88832, 88831, 88829, 88828, 88830, 88845, 88835, 88825, 88851, 88839, 88846, 88843, 88842, 88841, 88840",,,Cashiers Check,$3000,$0.00,$2329.25,General Fund,0
Dell Computer,86880,ITS,02/25/2015,$196.00,$0.00,0.23,$45.08,$45.08,Successful,02/26/2015,,88849,,,Cashiers Check,$3000,$0.00,$150.92,General Fund,0
Dell Computer,86881,ITS,02/25/2015,$205.00,$4.72,0.23,$47.15,$47.15,Successful,02/26/2015,,88827,,,3635793867,$3000,$0.00,$157.85,General Fund,0
Dell Computer,86882,ITS,02/25/2015,$200.01,$4.60,0.23,$46.00,$46.00,Successful,02/26/2015,,88850,,,3635793868,$3000,$0.00,$154.01,General Fund,0
Dell Computer,86885,ITS,02/25/2015,$228.00,$5.24,0.23,$52.44,$52.44,Successful,02/25/2015,,88844,,,3635759122,$3000,$0.00,$175.56,General Fund,0
Dell Computer,86887,ITS,02/25/2015,$238.00,$5.47,0.23,$54.74,$54.74,Successful,02/26/2015,,88826,,,3635795373,$3000,$0.00,$183.26,General Fund,0
Dell Computer,86891,ITS,02/25/2015,$170.00,$3.91,0.23,$39.10,$39.10,Successful,02/26/2015,,90662,,,3635795374,$3000,$0.00,$130.90,General Fund,0
Locker Unit,86893,ITS,02/25/2015,$155.00,$3.56,0.23,$35.65,$35.65,Successful,02/25/2015,,91099,,,3635736693,$3000,$0.00,$119.35,General Fund,0
Washing Machine,86894,HEALTH,02/25/2015,$67.98,$0.00,0.23,$15.64,$15.64,Successful,02/26/2015,,91190,,,Cashiers Check,$3000,$0.00,$52.34,General Fund,0
Copier,86895,HEALTH,02/25/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/26/2015,,90049,,,3635813627,$3000,$0.00,$20.79,General Fund,0
3 Chairs,86896,HEALTH,02/25/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/25/2015,,"91208, 91209, 91210",,,3635761624,$3000,$0.00,$20.79,General Fund,0
1998 GMC Sonoma,86899,SCHOOL BOARD,02/25/2015,$1150.01,$0.00,0.23,$264.50,$264.50,Successful,02/26/2015,44114,,M-512,,Cashiers Check,$3000,$0.00,$885.51,Enterprise,0
1995 Chevrolet Box Truck,86901,SCHOOL BOARD,02/25/2015,$3275.00,$0.00,0.23,$753.25,$753.25,Successful,02/26/2015,35071,,M-120,,Cashiers Check,$3000,$0.00,$2521.75,Enterprise,0
1995 GMC Grumman Workhorse,86903,SCHOOL BOARD,02/25/2015,$1325.00,$0.00,0.23,$304.75,$304.75,Successful,02/26/2015,35004,,M-115,,Cashiers Check,$3000,$0.00,$1020.25,Enterprise,0
1988 GMC Grumman Workhorse,86904,SCHOOL BOARD,02/25/2015,$1325.00,$0.00,0.23,$304.75,$304.75,Successful,02/26/2015,13747,,M-119,,Cashiers Check,$3000,$0.00,$1020.25,Enterprise,0
2003 Ford F-250,86907,SCHOOL BOARD,02/25/2015,$2244.00,$51.61,0.23,$516.12,$516.12,Successful,02/25/2015,228496,,M-607,,3635743571,$3000,$0.00,$1727.88,Enterprise,0
1998 GMC Safari,86908,SCHOOL BOARD,02/25/2015,$1099.01,$25.28,0.23,$252.77,$252.77,Successful,02/25/2015,21338,,IT-01,,3635749465,$3000,$0.00,$846.24,Enterprise,0
2003 Ford Explorer,86909,SCHOOL BOARD,02/25/2015,$800.01,$18.40,0.23,$184.00,$184.00,Successful,02/27/2015,228614,,SS-07,,3635928735,$3000,$0.00,$616.01,Enterprise,0
Lamp,86877,DRUG TASK FORCE,02/24/2015,$18.15,$0.42,0.23,$4.17,$4.17,Successful,02/27/2015,,TF-320-118,,,3635866330,$3000,$0.00,$13.98,Enterprise,0
2 Candles,86870,DRUG TASK FORCE,02/24/2015,$6.00,$0.14,0.23,$1.38,$1.38,Successful,03/04/2015,,TF-320-135C,,,3636310696,$3000,$0.00,$4.62,Enterprise,0
Capri Candle,86868,DRUG TASK FORCE,02/24/2015,$7.75,$0.18,0.23,$1.78,$1.78,Successful,03/04/2015,,TF-320-135D,,,3636310688,$3000,$0.00,$5.97,Enterprise,0
Keurig Machine,86876,DRUG TASK FORCE,02/24/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,03/03/2015,,TF-320-155,,,3636244702,$3000,$0.00,$47.74,Enterprise,0
Hanging Lantern,86873,DRUG TASK FORCE,02/24/2015,$40.01,$0.92,0.23,$9.20,$9.20,Successful,03/09/2015,,TF-320-152,,,3636597625,$3000,$0.00,$30.81,Enterprise,0
3 Wicker Baskets,86872,DRUG TASK FORCE,02/24/2015,$13.00,$0.30,0.23,$2.99,$2.99,Successful,03/09/2015,,TF-320-132,,,3636597621,$3000,$0.00,$10.01,Enterprise,0
Harry & David Candle,86869,DRUG TASK FORCE,02/24/2015,$8.00,$0.18,0.23,$1.84,$1.84,Successful,03/04/2015,,TF-320-135E,,,3636314936,$3000,$0.00,$6.16,Enterprise,0
Echo Trimmer,86875,DRUG TASK FORCE,02/24/2015,$98.01,$2.25,0.23,$22.54,$22.54,Successful,02/24/2015,,TF-320-148,,,3635624064,$3000,$0.00,$75.47,Enterprise,0
2 Natural Home Candles,86867,DRUG TASK FORCE,02/24/2015,$19.00,$0.44,0.23,$4.37,$4.37,Successful,03/04/2015,,TF-320-135B,,,3636314931,$3000,$0.00,$14.63,Enterprise,0
Delco Fan,86864,DRUG TASK FORCE,02/24/2015,$48.00,$1.10,0.23,$11.04,$11.04,Successful,03/02/2015,,TF-320-139,,,3636110453,$3000,$0.00,$36.96,Enterprise,0
Cabinet,86861,DRUG TASK FORCE,02/24/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,03/02/2015,,TF-320-050,,,3636117474,$3000,$0.00,$16.17,Enterprise,0
Table & 2 Chests,86865,DRUG TASK FORCE,02/24/2015,$50.00,$1.15,0.23,$11.50,$11.50,Successful,02/24/2015,,TF-320-123,,,3635617346,$3000,$0.00,$38.50,Enterprise,0
2 Owl Candles,86866,DRUG TASK FORCE,02/24/2015,$6.66,$0.15,0.23,$1.53,$1.53,Successful,02/24/2015,,TF-320-135A,,,3635630265,$3000,$0.00,$5.13,Enterprise,0
Wicker Basket,86871,DRUG TASK FORCE,02/24/2015,$7.60,$0.17,0.23,$1.75,$1.75,Successful,02/24/2015,,TF-320-135F,,,3635671194,$3000,$0.00,$5.85,Enterprise,0
Titan II Tripod,86874,DRUG TASK FORCE,02/24/2015,$11.00,$0.25,0.23,$2.53,$2.53,Successful,02/24/2015,,TF-320-137,,,3635645654,$3000,$0.00,$8.47,Enterprise,0
End Table,86860,DRUG TASK FORCE,02/24/2015,$20.00,$0.46,0.23,$4.60,$4.60,Successful,03/04/2015,,TF-320-010,,,3636298778,$3000,$0.00,$15.40,Enterprise,0
Silverware Set,86863,DRUG TASK FORCE,02/24/2015,$31.07,$0.71,0.23,$7.15,$7.15,Successful,02/25/2015,,TF-320-160,,,3635731031,$3000,$0.00,$23.92,Enterprise,0
Brussel Trunk,86862,DRUG TASK FORCE,02/24/2015,$65.00,$1.50,0.23,$14.95,$14.95,Successful,02/24/2015,,TF-320-075,,,3635616615,$3000,$0.00,$50.05,Enterprise,0
End Table,86859,DRUG TASK FORCE,02/24/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/24/2015,,TF320-073,,,3635641997,$3000,$0.00,$20.79,Enterprise,0
AMP Tailgate Extension,86858,DRUG TASK FORCE,02/24/2015,$50.00,$1.15,0.23,$11.50,$11.50,Successful,02/26/2015,,TF-320-149,,,3635821829,$3000,$0.00,$38.50,Enterprise,0
Belkin Surge Protector,86844,DRUG TASK FORCE,02/23/2015,$23.00,$0.00,0.23,$5.29,$5.29,Successful,03/09/2015,,TF-320-158,,,Money Order,$3000,$0.00,$17.71,Enterprise,0
Large Mirror,86830,DRUG TASK FORCE,02/23/2015,$140.01,$3.22,0.23,$32.20,$32.20,Successful,02/26/2015,,TF-320-056,,,3635811058,$3000,$0.00,$107.81,Enterprise,0
Wall Decor,86831,DRUG TASK FORCE,02/23/2015,$100.01,$2.30,0.23,$23.00,$23.00,Successful,02/24/2015,,TF-320-059,,,3635643087,$3000,$0.00,$77.01,Enterprise,0
Small Table,86832,DRUG TASK FORCE,02/23/2015,$16.40,$0.38,0.23,$3.77,$3.77,Successful,02/26/2015,,TF-320-167,,,3635792740,$3000,$0.00,$12.63,Enterprise,0
Empire Paintball Gun,86835,DRUG TASK FORCE,02/23/2015,$340.00,$7.82,0.23,$78.20,$78.20,Successful,02/24/2015,,TF-320-043,,,3635596196,$3000,$0.00,$261.80,Enterprise,0
Empire Paintball Gun w/Case,86836,DRUG TASK FORCE,02/23/2015,$570.00,$13.11,0.23,$131.10,$131.10,Successful,02/24/2015,,TF-320-042,,,3635596198,$3000,$0.00,$438.90,Enterprise,0
Smart Parts Paintball Gun,86837,DRUG TASK FORCE,02/23/2015,$62.00,$1.43,0.23,$14.26,$14.26,Successful,02/23/2015,,TF-320-068,,,3635531607,$3000,$0.00,$47.74,Enterprise,0
G.I. Sportz Paint Balls,86838,DRUG TASK FORCE,02/23/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/23/2015,,TF-320-041,,,3635531611,$3000,$0.00,$12.32,Enterprise,0
G.I. Sportz Paint Balls,86839,DRUG TASK FORCE,02/23/2015,$16.00,$0.37,0.23,$3.68,$3.68,Successful,02/23/2015,,TF-320-044,,,3635531616,$3000,$0.00,$12.32,Enterprise,0
LG Wireless Subwoofer,86840,DRUG TASK FORCE,02/23/2015,$13.00,$0.00,0.23,$2.99,$2.99,Successful,02/24/2015,,TF-320-006,,,Cashiers Check,$3000,$0.00,$10.01,Enterprise,0
Shelf,86843,DRUG TASK FORCE,02/23/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,02/24/2015,,TF-320-013,,,3635643097,$3000,$0.00,$20.79,Enterprise,0
Willie Nelson Picture,86845,DRUG TASK FORCE,02/23/2015,$32.00,$0.74,0.23,$7.36,$7.36,Successful,02/23/2015,,TF-320-105,,,3635532916,$3000,$0.00,$24.64,Enterprise,0
Cabinet,86846,DRUG TASK FORCE,02/23/2015,$160.00,$3.68,0.23,$36.80,$36.80,Successful,02/27/2015,,TF-320-020,,,3635937933,$3000,$0.00,$123.20,Enterprise,0
TOA Amplifier,86851,PUBLIC LIBRARY,02/23/2015,$6.80,$0.16,0.23,$1.56,$1.56,Successful,02/23/2015,,89564,,,3635535709,$3000,$0.00,$5.24,General Fund,0
TOA Amplifier,86853,PUBLIC LIBRARY,02/23/2015,$4.00,$0.09,0.23,$0.92,$0.92,Successful,02/23/2015,,89558,,,3635535714,$3000,$0.00,$3.08,General Fund,0
"Dell 19"" Flat Screen Monitor",86856,WATER SERVICES,02/23/2015,$27.99,$0.64,0.23,$6.44,$6.44,Successful,02/23/2015,,WS-83687,,,3635537709,$3000,$0.00,$21.55,Enterprise,0
Office Electronics,86857,JUVENILE COURT,02/23/2015,$101.00,$2.32,0.23,$23.23,$23.23,Successful,02/26/2015,,"80545, 80546, 80522, 80518, 80519, 80544, 80543, 80517, 80523, 80521, 80520, 80527, 80524, 80530, 80532, 80528, 80529, 80534",,,3635815233,$3000,$0.00,$77.77,General Fund,0
TOA Amplifier,86855,PUBLIC LIBRARY,02/23/2015,$5.01,$0.12,0.23,$1.15,$1.15,Successful,03/04/2015,,89560,,,3636322496,$3000,$0.00,$3.86,General Fund,0
TOA Amplifier,86854,PUBLIC LIBRARY,02/23/2015,$6.01,$0.14,0.23,$1.38,$1.38,Successful,03/13/2015,,89559,,,3636896725,$3000,$0.00,$4.63,General Fund,0
TOA Amplifier,86852,PUBLIC LIBRARY,02/23/2015,$6.80,$0.00,0.23,$1.56,$1.56,Successful,03/04/2015,,89557,,,Cashiers Check,$3000,$0.00,$5.24,General Fund,0
TOA Amplifier,86850,PUBLIC LIBRARY,02/23/2015,$6.40,$0.00,0.23,$1.47,$1.47,Successful,03/04/2015,,89563,,,Cashiers Check,$3000,$0.00,$4.93,General Fund,0
Audio Net Automatic Matrix Mixer,86849,PUBLIC LIBRARY,02/23/2015,$4.50,$0.10,0.23,$1.04,$1.04,Successful,03/04/2015,,89552,,,3636322490,$3000,$0.00,$3.47,General Fund,0
Audio Net Automatic Matrix Mixer,86848,PUBLIC LIBRARY,02/23/2015,$5.50,$0.13,0.23,$1.27,$1.27,Successful,03/04/2015,,89554,,,3636322485,$3000,$0.00,$4.23,General Fund,0
Lab Con Cart,86847,HEALTH,02/23/2015,$15.06,$0.35,0.23,$3.46,$3.46,Successful,03/03/2015,,85872,,,3636208307,$3000,$0.00,$11.60,General Fund,0
Werner 8 ft. Step Ladder,86841,DRUG TASK FORCE,02/23/2015,$73.00,$1.68,0.23,$16.79,$16.79,Successful,03/02/2015,,TF-320-170,,,3636125855,$3000,$0.00,$56.21,Enterprise,0
End Table,86833,DRUG TASK FORCE,02/23/2015,$21.00,$0.48,0.23,$4.83,$4.83,Successful,03/02/2015,,TF-320-016,,,3636117465,$3000,$0.00,$16.17,Enterprise,0
Metal Trunk,86829,DRUG TASK FORCE,02/23/2015,$27.00,$0.62,0.23,$6.21,$6.21,Successful,03/03/2015,,TF-320-150,,,3636226322,$3000,$0.00,$20.79,Enterprise,0
Large Trunk,86828,DRUG TASK FORCE,02/23/2015,$39.00,$0.90,0.23,$8.97,$8.97,Successful,03/02/2015,,TF-320-078,,,3636136290,$3000,$0.00,$30.03,Enterprise,0
Pier 1 Imports Vanity,86827,DRUG TASK FORCE,02/23/2015,$211.00,$4.85,0.23,$48.53,$48.53,Successful,03/23/2015,,TF-320-051,,,3637536580,$3000,$0.00,$162.47,Enterprise,0
Dell Laptop,86826,ITS,02/19/2015,$85.00,$1.96,0.23,$19.55,$19.55,Successful,03/10/2015,,90321,,,3636708492,$3000,$0.00,$65.45,General Fund,0
Dell Laptop,86825,ITS,02/19/2015,$94.37,$2.17,0.23,$21.71,$21.71,Successful,03/01/2015,,90322,,,3636091648,$3000,$0.00,$72.66,General Fund,0
