Auction Title ,Auction ID,Department ,Close Date ,Winning Bid ,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status ,Paid Date ,ASSET #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number ,Cap,Expenses,Net Sales,Fund,Business Unit
Lamp,90797,DRUG TASK FORCE,10/13/2015,$18.00,$0.41,23%,$4.14,$4.14,Successful,10/27/2015,,TF-327-120,,,3655579849,$3000,$0.00,$13.86,Enterprise,0
Make-up Desk,90810,DRUG TASK FORCE,10/13/2015,$46.00,$1.06,23%,$10.58,$10.58,Successful,10/15/2015,,TF-327-133,,,3654437863,$3000,$0.00,$35.42,Enterprise,0
End Table,90809,DRUG TASK FORCE,10/13/2015,$13.00,$0.30,23%,$2.99,$2.99,Successful,10/15/2015,,TF-327-138,,,3654437712,$3000,$0.00,$10.01,Enterprise,0
Chair,90807,DRUG TASK FORCE,10/13/2015,$23.00,$0.53,23%,$5.29,$5.29,Successful,10/28/2015,,TF-327-188,,,3655687210,$3000,$0.00,$17.71,Enterprise,0
Northern Industrial Tools Vehicle Dolly Set,90806,DRUG TASK FORCE,10/13/2015,$49.00,$1.12,23%,$11.27,$11.27,Successful,10/20/2015,,TF-327-140,,,3654872613,$3000,$0.00,$37.72,Enterprise,0
Oster 20 Quart Roaster Oven,90805,DRUG TASK FORCE,10/13/2015,$50.00,$0.00,23%,$11.50,$11.50,Successful,10/15/2015,,TF-327-232,,,Money Order,$3000,$0.00,$38.50,Enterprise,0
Kenmore Air Cleaner,90812,DRUG TASK FORCE,10/13/2015,$33.00,$0.76,23%,$7.59,$7.59,Successful,10/26/2015,,TF-327-112,,,3655453903,$3000,$0.00,$25.41,Enterprise,0
Epson X8-800 Printer,90804,DRUG TASK FORCE,10/13/2015,$53.00,$0.00,23%,$12.19,$12.19,Successful,10/14/2015,,TF-327-121,,,Money Order,$3000,$0.00,$40.81,Enterprise,0
Transfer Case,90813,DRUG TASK FORCE,10/13/2015,$33.00,$0.76,23%,$7.59,$7.59,Successful,10/13/2015,,TF-327-207,,,3654254685,$3000,$0.00,$25.41,Enterprise,0
Towel Bars,90818,SURPLUS WAREHOUSE,10/13/2015,$28.70,$0.66,23%,$6.60,$6.60,Successful,11/11/2015,,95832,,,3657012321,$3000,$0.00,$22.09,Enterprise,0
3 Klipsch CPU Speakers,90803,DRUG TASK FORCE,10/13/2015,$21.00,$0.48,23%,$4.83,$4.83,Successful,11/05/2015,,TF-327-143,,,3656502553,$3000,$0.00,$16.17,Enterprise,0
Sony Blu-ray Player,90799,DRUG TASK FORCE,10/13/2015,$36.00,$0.83,23%,$8.28,$8.28,Successful,11/05/2015,,TF-327-061,,,3656502545,$3000,$0.00,$27.72,Enterprise,0
Dell Optiplex 780 Computer,90817,ITS,10/13/2015,$30.01,$0.69,23%,$6.90,$6.90,Successful,10/26/2015,,94473,,,3655466688,$3000,$0.00,$23.10,General Fund,0
Laptop Cart,90819,SCHOOL BOARD WAREHOUSE,10/13/2015,$18.00,$0.41,23%,$4.14,$4.14,Successful,10/19/2015,,SBS-7559B,,,3654740547,$3000,$0.00,$13.86,Enterprise,0
Lucienne Butane,90814,DRUG TASK FORCE,10/13/2015,$125.00,$2.88,23%,$28.75,$28.75,Successful,10/19/2015,,TF-327-230,,,3654750272,$3000,$0.00,$96.25,Enterprise,0
PST Drive Shaft,90815,DRUG TASK FORCE,10/13/2015,$57.05,$1.31,23%,$13.12,$13.12,Successful,10/13/2015,,TF-327-209,,,3654254690,$3000,$0.00,$43.92,Enterprise,0
PS4 Game,90777,DRUG TASK FORCE,10/12/2015,$12.00,$0.28,23%,$2.76,$2.76,Successful,10/13/2015,,TF-331-006A,,,3654241951,$3000,$0.00,$9.24,Enterprise,0
Porter-Cable Clipped Head Framing Nailer,90796,DRUG TASK FORCE,10/12/2015,$57.13,$1.31,23%,$13.13,$13.13,Successful,10/14/2015,,TF-331--38,,,3654341575,$3000,$0.00,$43.99,Enterprise,0
Troy-Bilt Pressure Washer,90795,DRUG TASK FORCE,10/12/2015,$82.25,$1.89,23%,$18.91,$18.91,Successful,10/12/2015,,TF-331-059,,,3654145922,$3000,$0.00,$63.33,Enterprise,0
Echo Trimmer,90793,DRUG TASK FORCE,10/12/2015,$86.00,$0.00,23%,$19.78,$19.78,Successful,10/15/2015,,TF-331-041,,,Money Order,$3000,$0.00,$66.22,Enterprise,0
Schumacher Jump Starter,90792,DRUG TASK FORCE,10/12/2015,$71.00,$1.63,23%,$16.33,$16.33,Successful,10/20/2015,,TF-331-012,,,3654846727,$3000,$0.00,$54.67,Enterprise,0
Black & Decker Drill,90791,DRUG TASK FORCE,10/12/2015,$13.00,$0.30,23%,$2.99,$2.99,Successful,10/21/2015,,TF-331-039,,,3654991944,$3000,$0.00,$10.01,Enterprise,0
Stanley 20v Cordless Hammer Drill,90790,DRUG TASK FORCE,10/12/2015,$18.00,$0.41,23%,$4.14,$4.14,Successful,10/28/2015,,TF-331-047,,,3655628009,$3000,$0.00,$13.86,Enterprise,0
Husky Tool Bag,90789,DRUG TASK FORCE,10/12/2015,$10.01,$0.23,23%,$2.30,$2.30,Successful,10/13/2015,,TF-331-010B,,,3654259685,$3000,$0.00,$7.70,Enterprise,0
Rigid 18v Tool Set,90788,DRUG TASK FORCE,10/12/2015,$106.14,$2.44,23%,$24.41,$24.41,Successful,10/13/2015,,TF-331-010A,,,3654233782,$3000,$0.00,$81.72,Enterprise,0
Coleman Powermate Generator,90787,DRUG TASK FORCE,10/12/2015,$493.50,$11.35,23%,$113.50,$113.50,Successful,10/12/2015,,TF-331-060,,,3654142228,$3000,$0.00,$379.99,Enterprise,0
Milwaukee 15pc Impact Drill & Drive Set,90786,DRUG TASK FORCE,10/12/2015,$20.01,$0.46,23%,$4.60,$4.60,Successful,10/12/2015,,TF-331-013,,,3654142226,$3000,$0.00,$15.40,Enterprise,0
Beats Head Phones,90783,DRUG TASK FORCE,10/12/2015,$165.00,$3.80,23%,$37.95,$37.95,Successful,10/12/2015,,TF-331-014,,,3654158208,$3000,$0.00,$127.05,Enterprise,0
Coach Back Pack,90782,DRUG TASK FORCE,10/12/2015,$120.00,$2.76,23%,$27.60,$27.60,Successful,10/12/2015,,TF-331-009,,,3654139145,$3000,$0.00,$92.40,Enterprise,0
Louis Vuitton Men's Belt,90781,DRUG TASK FORCE,10/12/2015,$82.00,$1.89,23%,$18.86,$18.86,Successful,10/15/2015,,TF-331-035,,,3654443907,$3000,$0.00,$63.14,Enterprise,0
"30"" Bolt Cutters",90780,DRUG TASK FORCE,10/12/2015,$37.50,$0.86,23%,$8.62,$8.62,Successful,10/27/2015,,TF-331-002,,,3655588501,$3000,$0.00,$28.87,Enterprise,0
PS4 Game,90779,DRUG TASK FORCE,10/12/2015,$12.00,$0.28,23%,$2.76,$2.76,Successful,10/13/2015,,TF-331-006C,,,3654241954,$3000,$0.00,$9.24,Enterprise,0
PS4 Game,90778,DRUG TASK FORCE,10/12/2015,$14.00,$0.32,23%,$3.22,$3.22,Successful,10/15/2015,,TF-331-006B,,,3654481523,$3000,$0.00,$10.78,Enterprise,0
Play Station 4,90776,DRUG TASK FORCE,10/12/2015,$291.00,$6.69,23%,$66.93,$66.93,Successful,10/14/2015,,TF-331-007,,,3654344391,$3000,$0.00,$224.07,Enterprise,0
"Sharp 70"" LED Flat Screen TV",90775,DRUG TASK FORCE,10/12/2015,$860.00,$19.78,23%,$197.80,$197.80,Successful,10/28/2015,,TF-331-005,,,3655679478,$3000,$0.00,$662.20,Enterprise,0
HP Design Jet Printer,90772,ITS,10/08/2015,$340.00,$7.82,23%,$78.20,$78.20,Successful,10/12/2015,225477,94218,,,3654131364,$3000,$0.00,$261.80,General Fund,0
Hon File Cabinet,90773,METRO ACTION,10/08/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/09/2015,,MAC-95841,,,3653882507,$3000,$0.00,$12.32,Enterprise,0
Royal Sovereign Coin Counter,90774,DRUG TASK FORCE,10/08/2015,$106.00,$2.44,23%,$24.38,$24.38,Successful,10/12/2015,,TF-327-004,,,3654120544,$3000,$0.00,$81.62,Enterprise,0
"Dell 19"" Flat Screen Monitor",90740,FIRE,10/07/2015,$21.00,$0.48,23%,$4.83,$4.83,Successful,11/08/2015,,95918,,,3656755424,$3000,$0.00,$16.17,General Fund,0
Toyota Forklift,90771,DRUG TASK FORCE,10/07/2015,$4975.00,$0.00,23%,$1144.25,$1144.25,Successful,10/07/2015,TF-331-036,,TF-331-036,,Cashiers Check,$3000,$0.00,$3830.75,Enterprise,0
2007 Dodge Caravan,90770,DRUG TASK FORCE,10/07/2015,$2725.00,$0.00,23%,$626.75,$626.75,Successful,10/12/2015,,TF-331-062,TF-331-062,1035735,Money Order,$3000,$0.00,$2098.25,Enterprise,0
2010 Ford F-250,90769,DRUG TASK FORCE,10/07/2015,$15700.00,$0.00,23%,$3611.00,$3000.00,Successful,10/08/2015,,TF-331-068,TF-331-068,1035737,Cashiers Check,$3000,$0.00,$12700.00,Enterprise,0
1997 Jeep Cherokee,90767,POLICE STATE DRUG FUND,10/07/2015,$1000.00,$0.00,23%,$230.00,$230.00,Successful,10/19/2015,,,102688,102688,Money Order,$3000,$145.00,$625.00,Enterprise,0
2010 Chevrolet Impala,90766,OFM-POLICE,10/07/2015,$520.00,$11.96,23%,$119.60,$119.60,Successful,10/08/2015,80014831,,2205 AJ,,3653793981,$3000,$0.00,$400.40,Enterprise,0
2009 Chevrolet Impala,90765,OFM-POLICE,10/07/2015,$360.00,$8.27,23%,$82.80,$82.80,Successful,10/08/2015,80013938,,1968 JI,,3653793849,$3000,$0.00,$277.20,Enterprise,0
Digital 'Gucci' Diamond Watch,90742,DRUG TASK FORCE,10/07/2015,$915.00,$21.04,23%,$210.45,$210.45,Successful,10/08/2015,,TF-330-094,,,3653781351,$3000,$0.00,$704.55,Enterprise,0
"Dell 19"" Flat Screen Monitor",90739,FIRE,10/07/2015,$17.00,$0.39,23%,$3.91,$3.91,Successful,10/07/2015,,95919,,,3653696397,$3000,$0.00,$13.09,General Fund,0
HP Laser Jet P2015,90738,NASHVILLE CONVENTION CTR,10/07/2015,$42.00,$0.97,23%,$9.66,$9.66,Successful,10/12/2015,,NCC-93005,,,3654170754,$3000,$0.00,$32.34,Enterprise,0
Ingersoll Rand Industrial Air Compressor,90737,WATER SERVICES,10/07/2015,$526.00,$0.00,23%,$120.98,$120.98,Successful,10/13/2015,,WS-96321,,,Cashiers Check,$3000,$0.00,$405.02,Enterprise,0
Ingersoll Rand Industrial Air Compressor,90736,WATER SERVICES,10/07/2015,$366.00,$0.00,23%,$84.18,$84.18,Successful,10/13/2015,,WS-96320,,,Cashiers Check,$3000,$0.00,$281.82,Enterprise,0
Star Trac Treadmill,90735,PARKS,10/07/2015,$2.00,$0.05,23%,$0.46,$0.46,Successful,10/07/2015,,93007,,,3653729412,$3000,$0.00,$1.54,General Fund,0
Office Electronics,90734,FIRE,10/07/2015,$39.00,$0.90,23%,$8.97,$8.97,Successful,10/21/2015,,"98172, 98173, 98174, 98175, 98176, 98177, 98178, 98179, 98180, 98181, 98182, 98183, 98184",,,3655011267,$3000,$0.00,$30.03,General Fund,0
Office Electronics,90733,POLICE DEPARTMENT,10/07/2015,$23.00,$0.53,23%,$5.29,$5.29,Successful,10/21/2015,,"98196, 98197, 98199, 98200, 98201, 98205, 98208, 98209",,,3655011368,$3000,$0.00,$17.71,General Fund,0
2 Metal Craftsman File Cabinets,90732,HEALTH,10/07/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/07/2015,,"98142, 98143",,,3653701716,$3000,$0.00,$12.32,General Fund,0
2 Fans,90731,BRIDGESTONE ARENA,10/07/2015,$36.00,$0.83,23%,$8.28,$8.28,Successful,10/07/2015,,"BA-95429, BA-95430",,,3653687656,$3000,$0.00,$27.72,Enterprise,0
Concrete Blocks,90730,BRIDGESTONE ARENA,10/07/2015,$62.00,$1.43,23%,$14.26,$14.26,Successful,10/08/2015,,BA-95428,,,3653804824,$3000,$0.00,$47.74,Enterprise,0
Toilets & Sinks,90729,BRIDGESTONE ARENA,10/07/2015,$57.00,$1.31,23%,$13.11,$13.11,Successful,10/20/2015,,"BA-95406, BA-95407, BA-95408, BA-95409, BA-95110, BA-95111, BA-95412, BA-95413, BA-95414, BA-95415, BA-95416, BA-95417, BA-95418, BA-95419, BA-95420, BA-95421, BA-95422, BA-95423, BA-95424",,,3654871117,$3000,$0.00,$43.89,Enterprise,0
Datamation Laptop Cart,90727,SURPLUS WAREHOUSE,10/07/2015,$60.00,$1.38,23%,$13.80,$13.80,Successful,10/07/2015,,98171,,,3653731689,$3000,$0.00,$46.20,Enterprise,0
Datamation Laptop Cart,90726,SURPLUS WAREHOUSE,10/07/2015,$37.00,$0.85,23%,$8.51,$8.51,Successful,10/07/2015,,98170,,,3653731688,$3000,$0.00,$28.49,Enterprise,0
2 Hats,90724,SURPLUS WAREHOUSE,10/07/2015,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/07/2015,,"97518, 97519",,,3653683829,$3000,$0.00,$3.08,Enterprise,0
Piano,90723,SURPLUS WAREHOUSE,10/07/2015,$5.01,$0.12,23%,$1.15,$1.15,Successful,10/13/2015,,97517,,,3654233408,$3000,$0.00,$3.85,Enterprise,0
Desk,90722,SURPLUS WAREHOUSE,10/07/2015,$8.50,$0.20,23%,$1.95,$1.95,Successful,10/07/2015,,97516,,,3653696071,$3000,$0.00,$6.54,Enterprise,0
7 Cafeteria Tables,90721,SURPLUS WAREHOUSE,10/07/2015,$58.12,$1.34,23%,$13.36,$13.36,Successful,10/07/2015,,"97515, 98169",,,3653696373,$3000,$0.00,$44.75,Enterprise,0
"""Steiner"" Binoculars",90755,DRUG TASK FORCE,10/06/2015,$81.75,$1.88,23%,$18.80,$18.80,Successful,10/08/2015,,TF-327-151,,,3653804826,$3000,$0.00,$62.94,Enterprise,0
1 Lot of 4 DVD's,90753,DRUG TASK FORCE,10/06/2015,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/13/2015,,TF-327-041,,,3654261653,$3000,$0.00,$0.77,Enterprise,0
WII U Game,90752,DRUG TASK FORCE,10/06/2015,$3.00,,23%,$0.69,$0.69,Successful,10/13/2015,,TF-327-088G,,,3654271129,$3000,$0.00,$2.31,Enterprise,0
WII U Game,90751,DRUG TASK FORCE,10/06/2015,$17.00,$0.39,23%,$3.91,$3.91,Successful,10/06/2015,,TF-327-088F,,,3653597670,$3000,$0.00,$13.09,Enterprise,0
WII U Game,90750,DRUG TASK FORCE,10/06/2015,$4.00,$0.09,23%,$0.92,$0.92,Successful,10/13/2015,,TF-327-088E,,,3654271128,$3000,$0.00,$3.08,Enterprise,0
WII U Game,90749,DRUG TASK FORCE,10/06/2015,$9.00,$0.21,23%,$2.07,$2.07,Successful,10/08/2015,,TF-327-088D,,,3653806391,$3000,$0.00,$6.93,Enterprise,0
WII U Game,90748,DRUG TASK FORCE,10/06/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/06/2015,,TF-327-088C,,,3653597668,$3000,$0.00,$12.32,Enterprise,0
WII U Game,90747,DRUG TASK FORCE,10/06/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/08/2015,,TF-327-088H,,,3653806386,$3000,$0.00,$20.79,Enterprise,0
1 Lot of 6 WII Games,90746,DRUG TASK FORCE,10/06/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/29/2015,,TF-327-088A,,,3655810260,$3000,$0.00,$20.79,Enterprise,0
"""Samsung"" Blue-ray 3D Player",90745,DRUG TASK FORCE,10/06/2015,$26.00,$0.60,23%,$5.98,$5.98,Successful,10/06/2015,,TF-327-096,,,3653597666,$3000,$0.00,$20.02,Enterprise,0
Multi Purpose Seat,90719,SCHOOL BOARD WAREHOUSE,10/06/2015,$1.00,$0.00,23%,$0.23,$0.23,Successful,10/08/2015,,SBS-7613,,,Money Order,$3000,$0.00,$0.77,Enterprise,0
Creepster Crawler,90718,SCHOOL BOARD WAREHOUSE,10/06/2015,$57.00,$1.31,23%,$13.11,$13.11,Successful,10/06/2015,it274421,SBS-7602,,,3653578622,$3000,$0.00,$43.89,Enterprise,0
Small Walker,90717,SCHOOL BOARD WAREHOUSE,10/06/2015,$1.00,$0.02,23%,$0.23,$0.23,Successful,10/06/2015,,SBS-7607,,,3653578617,$3000,$0.00,$0.77,Enterprise,0
Chair,90716,SCHOOL BOARD WAREHOUSE,10/06/2015,$3.50,$0.00,23%,$0.80,$0.80,Successful,10/14/2015,it302448,SBS-7619,,,Money Order,$3000,$0.00,$2.69,Enterprise,0
Hospital Gurney,90715,SCHOOL BOARD WAREHOUSE,10/06/2015,$98.00,$2.25,23%,$22.54,$22.54,Successful,10/06/2015,it198128,SBS-7610,,,3653582027,$3000,$0.00,$75.45,Enterprise,0
Pediatric Chair w/Tray,90713,SCHOOL BOARD WAREHOUSE,10/06/2015,$2.00,$0.00,23%,$0.46,$0.46,Successful,10/08/2015,it97358,SBS-7612,,,Money Order,$3000,$0.00,$1.54,Enterprise,0
2 Strollers,90712,SCHOOL BOARD WAREHOUSE,10/06/2015,$3.50,$0.00,23%,$0.80,$0.80,Successful,10/08/2015,,SBS-7614,,,Money Order,$3000,$0.00,$2.69,Enterprise,0
2 Standers,90711,SCHOOL BOARD WAREHOUSE,10/06/2015,$3.50,$0.00,23%,$0.80,$0.80,Successful,10/14/2015,,SBS-7609,,,Money Order,$3000,$0.00,$2.69,Enterprise,0
3 Gait Trainers,90710,SCHOOL BOARD WAREHOUSE,10/06/2015,$6.01,$0.00,23%,$1.38,$1.38,Successful,10/14/2015,,SBS-7608,,,Money Order,$3000,$0.00,$4.62,Enterprise,0
2 Hydraulic Lifts,90709,SCHOOL BOARD WAREHOUSE,10/06/2015,$25.01,$0.57,23%,$5.75,$5.75,Successful,10/06/2015,,SBS-7617,,,3653582975,$3000,$0.00,$19.25,Enterprise,0
2 Hydraulic Lifts,90708,SCHOOL BOARD WAREHOUSE,10/06/2015,$17.01,$0.39,23%,$3.91,$3.91,Successful,10/06/2015,,SBS-7616B,,,3653582972,$3000,$0.00,$13.09,Enterprise,0
Hydraulic Lift,90707,SCHOOL BOARD WAREHOUSE,10/06/2015,$10.50,$0.24,23%,$2.41,$2.41,Successful,10/06/2015,10925,SBS-7616A,,,3653582964,$3000,$0.00,$8.08,Enterprise,0
5 Wheel Chairs,90706,SCHOOL BOARD WAREHOUSE,10/06/2015,$92.00,$0.00,23%,$21.16,$21.16,Successful,10/14/2015,,SBS-7615B,,,Money Order,$3000,$0.00,$70.84,Enterprise,0
5 Wheel Chairs,90705,SCHOOL BOARD WAREHOUSE,10/06/2015,$60.00,$0.00,23%,$13.80,$13.80,Successful,10/14/2015,,SBS-7615A,,,Money Order,$3000,$0.00,$46.20,Enterprise,0
Blue Cabinet,90704,SCHOOL BOARD WAREHOUSE,10/06/2015,$94.99,$2.18,23%,$21.84,$21.84,Successful,10/07/2015,11373,SBS-7589,,,3653680954,$3000,$0.00,$73.14,Enterprise,0
WII U Game,90758,DRUG TASK FORCE,10/06/2015,$10.00,$0.23,23%,$2.30,$2.30,Successful,10/08/2015,,TF-327-044C,,,3653806396,$3000,$0.00,$7.69,Enterprise,0
Automotive Equipment,90703,SCHOOL BOARD WAREHOUSE,10/06/2015,$117.60,$2.70,23%,$27.04,$27.04,Successful,10/13/2015,,SBS-7592B,,,3654230220,$3000,$0.00,$90.55,Enterprise,0
Distributor Tester,90702,SCHOOL BOARD WAREHOUSE,10/06/2015,$285.00,$0.00,23%,$65.55,$65.55,Successful,10/07/2015,it268476,SBS-7598,,,Money Order,$3000,$0.00,$219.45,Enterprise,0
Cisco Linksys,90761,DRUG TASK FORCE,10/06/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/08/2015,,TF-327-123,,,3653818937,$3000,$0.00,$20.79,Enterprise,0
WII Controller,90760,DRUG TASK FORCE,10/06/2015,$7.00,$0.16,23%,$1.61,$1.61,Successful,10/06/2015,,TF-327-059,,,3653597672,$3000,$0.00,$5.39,Enterprise,0
WII U Game,90759,DRUG TASK FORCE,10/06/2015,$6.00,$0.14,23%,$1.38,$1.38,Successful,10/08/2015,,TF-327-044D,,,3653806400,$3000,$0.00,$4.62,Enterprise,0
LG Blue-Ray Writer,90764,DRUG TASK FORCE,10/06/2015,$52.01,$1.20,23%,$11.96,$11.96,Successful,10/21/2015,,TF-327-124,,,3655011194,$3000,$0.00,$40.04,Enterprise,0
Motorola Surfboard Modem,90763,DRUG TASK FORCE,10/06/2015,$4.50,$0.10,23%,$1.03,$1.03,Successful,10/06/2015,,TF-327-154,,,3653597678,$3000,$0.00,$3.46,Enterprise,0
Motorola Surfboard Modem,90762,DRUG TASK FORCE,10/06/2015,$25.00,$0.57,23%,$5.75,$5.75,Successful,10/28/2015,,TF-327-153,,,3655628006,$3000,$0.00,$19.25,Enterprise,0
1 Lot of 4 WII Games,90757,DRUG TASK FORCE,10/06/2015,$32.00,$0.74,23%,$7.36,$7.36,Successful,10/29/2015,,TF-327-044A,,,3655810277,$3000,$0.00,$24.64,Enterprise,0
Sony 4K Media Player,90756,DRUG TASK FORCE,10/06/2015,$116.00,$2.67,23%,$26.68,$26.68,Successful,10/29/2015,,TF-327-097,,,3655810275,$3000,$0.00,$89.32,Enterprise,0
"12 XBox Games, 1 Xbox Movie",90754,DRUG TASK FORCE,10/06/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/29/2015,,"TF-327-042, TF-327-043",,,3655810268,$3000,$0.00,$20.79,Enterprise,0
HP Laptop,90697,DRUG TASK FORCE,10/05/2015,$125.00,$2.88,23%,$28.75,$28.75,Successful,10/06/2015,,TF-330-002,,,3653593973,$3000,$0.00,$96.25,Enterprise,0
Timberland Boots,90695,DRUG TASK FORCE,10/05/2015,$17.00,$0.00,23%,$3.91,$3.91,Successful,10/08/2015,,TF-330-031,,,Money Order,$3000,$0.00,$13.09,Enterprise,0
Stihl Chainsaw,90694,DRUG TASK FORCE,10/05/2015,$213.00,$4.90,23%,$48.99,$48.99,Successful,10/05/2015,,TF-330-051,,,3653487769,$3000,$0.00,$164.01,Enterprise,0
Stihl Blower,90693,DRUG TASK FORCE,10/05/2015,$105.11,$0.00,23%,$24.17,$24.17,Successful,10/08/2015,,TF-330-053,,,Cashiers Check,$3000,$0.00,$80.93,Enterprise,0
RVN Dress,90692,DRUG TASK FORCE,10/05/2015,$85.00,$0.00,23%,$19.55,$19.55,Successful,10/08/2015,,TF-330-112,,,Money Order,$3000,$0.00,$65.45,Enterprise,0
Protege Suitcase,90691,DRUG TASK FORCE,10/05/2015,$23.75,$0.55,23%,$5.46,$5.46,Successful,10/08/2015,,TF-330-059,,,3653806381,$3000,$0.00,$18.28,Enterprise,0
American Gear Suitcase,90690,DRUG TASK FORCE,10/05/2015,$33.50,$0.77,23%,$7.70,$7.70,Successful,10/08/2015,,TF-330-115,,,3653806379,$3000,$0.00,$25.79,Enterprise,0
Sony DVD Player,90689,DRUG TASK FORCE,10/05/2015,$16.00,$0.37,23%,$3.68,$3.68,Successful,10/06/2015,,TF-330-090,,,3653583360,$3000,$0.00,$12.32,Enterprise,0
Metal Fruit Basket,90688,DRUG TASK FORCE,10/05/2015,$10.02,$0.23,23%,$2.30,$2.30,Successful,10/08/2015,,TF-330-121,,,3653806377,$3000,$0.00,$7.71,Enterprise,0
Black & Decker 12 Volt Cordless Drill,90687,DRUG TASK FORCE,10/05/2015,$27.00,$0.62,23%,$6.21,$6.21,Successful,10/06/2015,,TF-330-064,,,3653581116,$3000,$0.00,$20.79,Enterprise,0
Playstation 3,90686,DRUG TASK FORCE,10/05/2015,$84.00,$1.93,23%,$19.32,$19.32,Successful,10/08/2015,,TF-330-069,,,3653806376,$3000,$0.00,$64.68,Enterprise,0
King Size Bedroom Set,90685,DRUG TASK FORCE,10/05/2015,$701.01,$0.00,23%,$161.23,$161.23,Successful,10/22/2015,,"TF-330-079, TF-330-080, TF-330-083, TF-330-084, TF-330-085",,,Cashiers Check,$3000,$0.00,$539.77,Enterprise,0
Razor Miniature Electric Dirt Quad,90683,DRUG TASK FORCE,10/05/2015,$243.00,$5.59,23%,$55.89,$55.89,Successful,10/05/2015,,TF-330-081,,,3653483884,$3000,$0.00,$187.11,Enterprise,0
One Diamond Earring,90741,DRUG TASK FORCE,10/05/2015,$320.02,$7.36,23%,$73.60,$73.60,Successful,10/07/2015,,TF-330-093,,,3653685038,$3000,$0.00,$246.41,Enterprise,0
Razor SX500 McGrath Electric Motorcycle,90682,DRUG TASK FORCE,10/05/2015,$228.00,$0.00,23%,$52.44,$52.44,Successful,10/08/2015,,TF-330-077,,,Money Order,$3000,$0.00,$175.56,Enterprise,0
Asus Laptop,90698,DRUG TASK FORCE,10/05/2015,$103.00,$2.37,23%,$23.69,$23.69,Successful,10/06/2015,,TF-330-038,,,3653581867,$3000,$0.00,$79.31,Enterprise,0
Modern Girl Heels,90696,DRUG TASK FORCE,10/05/2015,$8.00,$0.18,23%,$1.84,$1.84,Successful,10/15/2015,,TF-330-023,,,3654443901,$3000,$0.00,$6.16,Enterprise,0
2 Bernhardt Chairs,90701,LP FIELD,10/05/2015,$205.00,$4.72,23%,$47.15,$47.15,Successful,10/08/2015,,"LP-97646, LP-97647",,,3653805072,$3000,$0.00,$157.85,Enterprise,0
Apple iPod Touch,90700,DRUG TASK FORCE,10/05/2015,$78.00,$0.00,23%,$17.94,$17.94,Successful,10/13/2015,,TF-330-061,,,Money Order,$3000,$0.00,$60.06,Enterprise,0
Samsung Galaxy Tablet,90699,DRUG TASK FORCE,10/05/2015,$88.00,$0.00,23%,$20.24,$20.24,Successful,10/13/2015,,TF-330-029,,,Money Order,$3000,$0.00,$67.75,Enterprise,0
Challenge Paper Cutter,90673,HEALTH,10/01/2015,$259.00,$0.00,23%,$59.57,$59.57,Successful,10/14/2015,7121,96271,,,Money Order,$3000,$0.00,$199.43,General Fund,0
King Pelican Case,90672,ECD COMMUNICATIONS,10/01/2015,$52.00,$1.20,23%,$11.96,$11.96,Successful,10/08/2015,,ECD-96221,,,3653777997,$3000,$0.00,$40.04,Enterprise,0
Engine Core,90632,OFM,09/30/2015,$25.56,$0.00,23%,$5.87,$5.87,Successful,10/01/2015,,OFM-96539,,,Money Order,$3000,$0.00,$19.68,Enterprise,0
8ft Utility Trailer,90684,DRUG TASK FORCE,09/30/2015,$640.00,$0.00,23%,$147.20,$147.20,Successful,10/01/2015,,TF-330-130,TF-330-130,1016642,Cashiers Check,$3000,$0.00,$492.79,Enterprise,0
2012 Infiniti M37s,90681,DRUG TASK FORCE,09/30/2015,$21600.00,$0.00,23%,$4968.00,$3000.00,Successful,10/01/2015,,TF-331-061,TF-331-061,1037567,Cashiers Check,$3000,$0.00,$18600.00,Enterprise,0
2000 Chevrolet 1500,90680,DRUG TASK FORCE,09/30/2015,$3580.00,$0.00,23%,$823.40,$823.40,Successful,10/08/2015,,TF-331-069,20-101/TF-331-069,,Cashiers Check,$3000,$0.00,$2756.60,Enterprise,0
2006 Toytota Solara,90679,DRUG TASK FORCE,09/30/2015,$8311.00,$0.00,23%,$1911.53,$1911.53,Successful,10/06/2015,,,20-099,,Cashiers Check,$3000,$0.00,$6399.47,Enterprise,0
2008 Chevrolet Impala,90678,OFM-POLICE,09/30/2015,$403.00,$9.27,23%,$92.69,$92.69,Successful,10/13/2015,80008410,,1719 JH,,3654259751,$3000,$0.00,$310.31,Enterprise,0
2008 Chevrolet Impala,90677,OFM-SHERIFF,09/30/2015,$3000.01,$0.00,23%,$690.00,$690.00,Successful,10/05/2015,80002152,,1483 JG,,Cashiers Check,$3000,$0.00,$2310.00,Enterprise,0
